HHKEY,ZIP_CODE,REC,FRE,CC_CARD,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,PCOLLSPND,AMSPEND,PSSPEND,CCSPEND,AXSPEND,TMONSPEND,OMONSPEND,SMONSPEND,PREVPD,GMP,PROMOS,DAYS,MARKDOWN,CLASSES,COUPONS,NITEMS,STORES,VALPHON,WEB,MAILED,RESPONDED,LTP12FRE,CLUSTYPE,PERCRET,RESP
54937985,2038,334,1,0,0.83,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,117.99,0,0,0,0,0,0.52,13,334,0.28,2,0,5,1,Y,0,3,0,3,7,0,0
45843847,2151,99,1,0,0,0,0,0.11,0,0,0.88,0,0,0,0,0,0,0,0,0,79.98,66.49,0,0,0,146.47,0,0.64,2,99,0.04,2,0,4,2,Y,0,0,0,1,1,0,0
27421115,2144,61,5,1,0.1,0.03,0.28,0,0,0,0.04,0.11,0.19,0,0,0.01,0.06,0.03,0,0,916.2,127.54,0,171.5,0,902.46,0,0.56,19,656,0.21,14,2,37,2,Y,0,8,2,16,7,0.12,0
81866519,2169,292,3,0,0.3,0,0.54,0,0,0,0,0,0,0,0,0,0,0.14,0,0,55.24,24.99,0,0,0,0,43.73,0.46,9,581,0.29,4,0,5,3,N,0,1,0,6,6,0,0
35722747,1749,78,1,1,0,0,0,0.21,0.32,0,0,0.22,0.24,0,0,0,0,0,0,0,31.48,125.97,0,157.45,0,157.45,0,0.36,1,78,0.32,4,1,6,2,Y,0,0,0,1,7,0,0
5605535,2138,271,1,0,0.14,0,0,0.19,0.4,0.24,0,0,0,0,0,0,0,0,0.65,0,0,242,0,0,0,0,0,0.66,21,454,0.04,4,0,4,1,Y,0,7,0,3,5,0,0
16507426,2176,166,3,0,0.69,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,97.97,0,0,0,29.98,48,0.5,17,697,0,4,0,4,1,Y,0,8,2,4,1,0,0
3782216,2155,4,51,1,0.13,0.02,0.05,0.04,0.1,0.07,0.03,0.06,0.17,0,0.006384,0.006077,0.05,0.01,0.05,0,6043.35,105.08,0,1832.34,453.24,3477.18,360.43,0.33,24,494,0.41,31,9,304,5,Y,0,9,6,70,7,0.27,1
95912470,2118,7,4,0,0,0,0,0.09,0,0.15,0,0.34,0.24,0,0,0,0.04,0,0.09,0,0,198.95,0,28,28,28,0,0.18,15,581,0.36,7,0,9,2,N,0,4,0,4,7,0.14,0
58995116,2126,12,5,0,0.18,0.04,0,0.33,0,0,0.18,0.06,0,0,0,0,0,0,0,0,0,370.91,0,57.96,57.96,280.43,0,0.43,19,619,0.27,9,0,23,4,Y,0,7,2,20,7,0.31,1
40452812,2143,152,2,0,0.47,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,248.99,0,0,0,102,0,0.63,15,287,0,2,0,6,2,N,0,6,0,0,7,0,0
56736651,2368,40,2,0,0.61,0,0,0.16,0,0,0,0.22,0,0,0,0,0,0,0,0,0,81.75,0,61.76,0,61.76,0,0.4,3,340,0.38,4,0,5,1,Y,0,0,0,0,7,0,0
53262194,2453,39,8,0,0.33,0.08,0.02,0.05,0,0,0.08,0.18,0,0,0,0.01,0.08,0,0,0,78.96,199.94,0,38,0,144.44,0,0.27,14,269,0.37,10,1,20,2,Y,0,2,1,5,6,0.13,0
76331545,2421,229,1,0,0,0,0,0.17,0.45,0,0,0.24,0,0,0,0,0.12,0,0,253.47,0,23.98,0,0,0,0,0,0.38,9,229,0.24,4,0,9,2,N,0,2,0,1,2,0,0
98629164,2474,49,6,1,0.21,0.03,0.01,0.1,0,0.03,0.2,0.15,0.15,0,0,0,0,0.01,0,0,1219.77,15,0,417.3,0,1234.77,0,0.64,11,169,0.12,12,3,39,2,Y,1,2,1,18,3,0.07,1
98676815,2481,17,4,1,0,0,0,0,0.61,0.18,0,0.19,0,0,0,0,0,0,0,0,252.28,319.94,0,204.3,204.3,479.25,0,0.51,7,242,0.13,6,1,13,3,Y,0,0,0,2,7,0,0
9752966,2460,139,1,0,0.16,0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,119.97,0,0,0,119.97,0,0.42,8,139,0,3,0,3,1,Y,0,1,0,0,2,0,0
37619680,2568,355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,0,0,0,0,0,0.78,0,355,0,1,0,1,1,N,0,0,0,0,7,0,0
45761242,2601,127,5,1,0.25,0.07,0,0.09,0.12,0.15,0.13,0.07,0,0,0,0,0,0,0,525.18,148.98,111.02,0,0,0,57.73,362.22,0.4,21,534,0.4,11,1,31,5,Y,0,9,2,12,7,0.08,0
99415747,2760,65,2,0,0.47,0,0,0.15,0,0.14,0,0.19,0,0,0,0,0.03,0,0.29,0,0,403.44,0,202.46,0,202.46,0,0.62,14,286,0.14,6,0,13,1,Y,0,4,0,0,7,0,0
66855434,2760,170,6,0,0.36,0.02,0.18,0.13,0,0.1,0.18,0,0,0,0,0,0,0,0,0,63.99,513.95,0,0,0,19.99,185,0.6,16,697,0.09,10,0,19,3,N,0,8,1,7,1,0,0
66349333,2703,160,2,0,0.66,0,0,0,0,0,0,0,0,0,0,0.15,0.17,0,0,0,0,51,25.17,0,0,25.17,0,0.59,8,686,0.2,3,1,5,2,Y,0,0,0,8,6,0,0
76888634,2760,116,6,1,0.21,0.13,0.01,0.08,0.17,0.17,0.08,0.05,0,0,0,0,0.03,0.01,0,0,29.5,872.87,0,0,0,100.95,312.97,0.55,19,327,0.16,14,1,30,2,Y,0,6,1,6,7,0,1
50168163,2760,150,1,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,19.99,19.99,0,0,0,39.98,0,0.41,3,673,0,2,0,2,2,Y,0,0,0,7,4,0,0
480386,2760,21,49,1,0.19,0.03,0.02,0.06,0.05,0.05,0.07,0.01,0.001761,0.02,0.01,0.01,0.06,0.006255,0.02,0,1242.42,2207.74,101.49,427.88,277.3,971.95,625.56,0.39,25,502,0.4,32,4,226,3,Y,0,6,5,108,3,0.56,1
96134929,2762,75,10,1,0.19,0,0,0,0,0,0,0.25,0.05,0,0.28,0.01,0,0,0,0,322.22,23.74,53.97,59.47,0,122.47,0,0.46,18,593,0.34,8,0,18,4,Y,0,4,1,12,7,0.23,0
744190,2703,29,11,1,0.08,0.03,0.03,0.11,0,0,0.19,0,0.05,0,0,0,0.06,0,0,0,375.3,49,0,0,0,300.2,98,0.58,15,329,0.17,9,1,25,2,Y,0,4,1,12,1,0.72,0
99515939,2760,10,4,1,0.13,0,0.06,0,0.32,0.13,0.08,0.25,0,0,0,0,0,0,0.35,0,397.17,47.42,0,42.6,42.6,42.6,0,0.65,9,541,0.13,8,1,11,2,Y,0,1,1,14,4,0,0
3851614,2767,35,10,1,0.03,0,0.12,0.11,0.07,0,0.18,0.03,0.04,0,0,0,0.28,0,0,0,344.22,6.5,56.97,101.94,0,185.92,0,0.41,10,548,0.28,11,1,20,4,Y,0,5,1,9,1,0.11,1
66184352,2746,65,20,1,0.24,0,0.01,0,0.1,0.03,0.01,0.09,0.09,0.23,0,0,0.01,0.005061,0.01,0,2438.73,141.99,0,0,0,429.69,248.98,0.55,23,621,0.24,18,4,70,4,Y,1,9,7,35,7,0.15,1
89515328,2703,284,1,0,0.61,0,0.09,0.28,0,0,0,0,0,0,0,0,0,0,0,0,74.48,29.99,0,0,0,0,0,0.51,5,284,0.29,3,0,4,2,Y,0,0,0,1,7,0,0
9876958,2703,152,2,1,0.31,0.15,0.32,0,0,0,0,0,0,0,0,0.16,0,0.03,0,0,108.98,45,0,0,0,129.98,0,0.67,8,208,0,6,0,7,2,Y,0,2,0,9,7,0,0
1348418,2760,173,4,1,0.22,0.008604,0.08,0.008604,0.18,0,0.03,0.17,0.16,0,0,0,0.01,0,0,0,943.53,7.5,0,0,0,560,0,0.52,13,222,0.23,12,0,34,2,Y,0,3,0,10,3,0.09,0
74933722,2760,28,14,1,0.15,0.14,0,0.04,0.07,0.08,0.03,0.15,0.16,0,0,0.005929,0.04,0,0.08,0,156.23,60.72,401.68,122.25,55,240.43,211.95,0.35,26,648,0.33,15,2,42,5,Y,0,10,6,20,7,0.09,0
30877068,2852,224,2,1,0.15,0,0,0,0.35,0.16,0,0,0.22,0,0,0,0.08,0,0.65,0,0,347.57,0,0,0,0,0,0.63,8,230,0.11,6,1,7,1,Y,0,2,0,0,3,0,0
59663571,2864,347,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.08,0,0,0,0,0,0.46,14,347,0.25,1,0,4,1,Y,0,4,0,0,7,0,0
51021237,2831,29,9,0,0.1,0.12,0.07,0.12,0.05,0.02,0.14,0.09,0.19,0.05,0,0,0.004523,0,0,0,1083.07,22.5,0,1024.1,48.97,1024.1,0,0.41,13,615,0.31,15,0,55,3,Y,0,8,1,8,1,0,0
56665494,2865,138,2,0,0.22,0.08,0.44,0.1,0,0,0.13,0,0,0,0,0,0,0,0,0,0,280.97,0,0,0,92,0,0.56,8,236,0.1,5,0,9,1,Y,0,2,0,1,7,0,0
92435975,2852,68,11,1,0.04,0.09,0,0.42,0.15,0,0,0,0,0,0,0.02,0,0.05,0,0,291.71,12,99.98,38.48,0,162.22,19.99,0.56,24,693,0.23,7,1,20,5,Y,0,10,7,41,1,0.25,0
86686132,2806,199,2,0,0.19,0,0,0,0.09,0.19,0,0,0,0.51,0,0,0,0,0,0,228.98,25,0,0,0,0,178.99,0.55,18,607,0.08,4,0,4,2,Y,0,10,2,6,2,0,0
76411515,2865,7,13,1,0.38,0.08,0,0.05,0,0.07,0.2,0.01,0.02,0,0,0.01,0.009452,0.04,0,0,717,115.45,250.93,158.64,120,679.43,138.75,0.45,24,592,0.33,16,3,66,4,Y,0,10,6,31,7,0.09,0
86909498,2828,47,2,1,0.15,0,0,0,0.34,0.21,0,0,0,0,0,0,0,0.28,0,0,0,138.97,0,98.97,0,98.97,0,0.41,17,693,0.36,4,0,9,1,Y,0,9,1,5,1,0,0
89351682,2828,70,3,0,0.5,0,0,0.2,0,0,0,0,0.29,0,0,0,0,0,0,0,0,119.45,0,24.49,0,59.48,0,0.38,5,260,0.32,3,0,5,2,Y,0,0,0,8,5,0,0
13126878,2816,107,1,1,0,0,0,0.17,0.32,0,0,0.17,0.29,0,0,0.02,0,0,0,0,0,272.69,0,0,0,272.69,0,0.68,4,107,0.1,5,1,5,1,Y,0,0,0,0,7,0,0
69167574,2895,340,1,0,0.39,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,223,63.99,0,0,0,0,0,0.67,15,340,0.03,4,0,7,2,Y,0,6,0,1,7,0,0
85613020,2842,104,3,1,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,0,0,0,9.92,0,0.53,3,127,0.36,4,0,6,1,Y,0,0,0,0,6,10.52,0
19737048,2840,98,1,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0.06,0,0,0,94,0,0,0,94,0,0.67,3,98,0,2,0,2,1,Y,0,0,0,0,6,0,0
2634993,2896,47,4,1,0.08,0,0,0.15,0.46,0.08,0.07,0.08,0,0,0,0.04,0,0,0.18,0,0,606.79,0,153,0,386.8,0,0.64,13,656,0.09,9,2,13,2,Y,0,6,0,10,7,0,0
98538694,2888,66,1,1,0,0.06,0,0,0.5,0,0,0.25,0,0,0,0,0.15,0.03,0.5,0,162.79,13.49,0,176.28,0,176.28,0,0.56,1,66,0.2,5,1,6,2,Y,0,0,0,1,7,0,0
30511217,2865,114,1,0,0.3,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,127,0,0,0,127,0,0.69,4,114,0,2,0,2,1,Y,0,0,0,0,7,0,0
68376814,2852,36,1,0,0,0,0,0.2,0.37,0.41,0,0,0,0,0,0,0,0,0,0,0,128.96,0,128.96,0,128.96,0,0.39,1,36,0.4,3,0,4,1,Y,0,0,0,0,1,0,0
86737520,2886,110,5,0,0.18,0.11,0,0.22,0,0,0.47,0,0,0,0,0,0,0,0,0,200.49,10,0,0,0,134.49,66,0.54,17,439,0.27,4,1,10,2,Y,0,8,3,3,7,0,0
30154056,2818,63,19,1,0.16,0.05,0.04,0.03,0.07,0.02,0.16,0.06,0.06,0.04,0.06,0,0.01,0,0.02,0,1501.73,392.67,0,38.97,0,1181.7,0,0.57,22,559,0.24,15,4,73,3,Y,0,9,3,24,3,0.2,1
74785327,2864,41,6,1,0.06,0,0,0.05,0,0.22,0.08,0.02,0,0,0.31,0.009874,0,0,0.06,0,626.64,56.04,0,35.98,0,95.98,0,0.52,21,644,0.37,10,1,20,3,Y,0,10,1,12,2,0.28,0
17650934,2893,92,7,1,0.02,0.05,0,0.2,0.06,0.34,0,0.18,0.07,0,0,0,0,0.02,0,0,0,529.54,0,0,0,210.22,0,0.39,18,624,0.31,11,2,23,1,Y,0,8,2,5,7,0.01,0
31533766,2893,29,15,1,0.2,0.07,0.04,0.06,0.06,0.09,0.02,0.08,0.03,0.05,0,0.002944,0.03,0.03,0.14,0,0,1037.82,0,17.23,22.5,127.46,78.74,0.5,26,694,0.28,21,4,46,2,Y,0,10,6,29,7,0.22,1
1698910,2864,29,8,1,0.14,0.05,0.09,0.05,0.2,0.23,0,0.01,0,0.08,0,0.03,0.06,0.01,0.06,0,750.98,114.36,41.98,161.48,116,317.43,299.96,0.45,25,616,0.28,18,3,36,4,Y,0,10,5,19,1,0,0
60757165,2864,4,45,1,0.1,0.01,0.007333,0.05,0.23,0.007978,0.05,0.1,0.07,0.02,0.02,0.005258,0.006657,0,0.009551,0,7292.28,85.51,0,1099.54,0,2044.63,464.5,0.64,31,684,0.14,24,19,189,5,Y,0,11,7,39,7,0.4,1
55840265,2864,188,3,0,0.09,0.03,0.08,0,0.17,0.2,0,0.28,0,0,0,0.04,0.06,0.01,0.12,0,199.97,6,255.93,0,0,0,0,0.62,19,675,0.1,12,0,17,3,Y,0,8,0,7,7,0,0
84445319,2874,123,1,0,0,0,0,0.37,0,0.62,0,0,0,0,0,0,0,0,0,0,0,79.98,0,0,0,79.98,0,0.61,3,123,0,2,0,2,1,Y,0,0,0,0,7,0,0
27218068,2888,19,5,1,0.44,0.04,0.07,0.1,0,0,0,0,0,0,0,0.03,0,0.28,0,0,131.96,38.99,0,63.97,0,88.97,0,0.46,13,536,0.28,8,0,16,2,Y,0,5,0,11,1,0.11,0
4318189,2832,31,17,1,0.28,0.01,0.04,0.01,0.12,0.25,0.03,0.06,0,0,0,0.03,0.03,0.008886,0.05,0,2721.12,95.62,0,442.33,0,815.27,523.49,0.58,19,593,0.17,23,1,88,6,Y,1,8,6,26,4,0.08,0
23106710,2861,358,1,1,0.88,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,147,20,0,0,0,0,0,0.59,18,693,0.25,2,0,7,2,Y,0,8,1,3,7,0,0
83505693,2822,5,15,1,0.02,0,0.01,0.09,0.36,0.07,0,0.12,0.08,0.15,0,0.002511,0,0,0.00842,0,1504.26,196.94,0,111.5,111.5,913.88,179.97,0.38,19,464,0.27,16,5,48,2,Y,0,8,6,21,7,0.04,0
90927558,2830,85,2,1,0,0,0,0.32,0,0.35,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,122,0,0.64,6,663,0,2,0,2,2,Y,0,1,0,1,4,0.47,0
50669075,2842,229,1,0,0.26,0.16,0,0,0.28,0.24,0,0,0,0,0,0,0,0.03,0,0,119.94,4.5,0,0,0,0,0,0.26,6,229,0.39,5,0,7,2,N,0,1,0,1,7,0,0
71809186,2861,24,3,0,0.19,0,0,0,0.28,0,0,0.19,0.17,0,0,0,0.03,0,0,0,0,215.49,0,215.49,166,215.49,0,0.59,0,52,0.18,5,0,6,1,Y,0,0,0,0,7,0.13,0
33514483,2806,27,5,1,0.27,0,0.14,0.21,0.2,0,0,0.16,0,0,0,0,0,0,0.33,0,318.17,112.6,0,143.5,143.5,167.99,0,0.4,18,361,0.3,8,0,18,2,Y,0,6,3,7,1,0,0
57849975,2825,299,1,0,0,0,0,0,0.66,0,0,0.33,0,0,0,0,0,0,0,0,0,119.98,0,0,0,0,0,0.6,14,581,0,2,0,2,1,N,0,4,0,1,4,0,0
73333333,2908,9,6,1,0.15,0,0,0.09,0.24,0.07,0.32,0,0.06,0,0,0,0.02,0.03,0.15,0,0,257.98,520.71,224.95,84.98,306.81,0,0.6,25,603,0.08,10,1,19,2,Y,0,9,3,14,7,0,0
13295013,2864,54,3,0,0.18,0.1,0,0,0,0.25,0.36,0,0,0,0,0,0,0.07,0,0,174.94,15,0,49.96,0,49.96,0,0.51,13,674,0.22,6,0,9,2,Y,0,3,0,10,2,0,0
56152715,2861,19,13,0,0.42,0.09,0.05,0,0.1,0,0.03,0.02,0.14,0,0.03,0,0,0,0,0,485.12,103.48,22.49,161.94,25,401.65,0,0.36,19,624,0.33,12,1,29,5,Y,0,5,2,34,7,0.08,1
6941489,2817,340,1,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0.68,7,340,0,2,0,2,1,Y,0,3,0,0,4,0,0
11709851,2861,18,5,1,0.61,0,0,0.01,0.07,0,0.11,0.1,0,0,0,0,0.01,0,0,0,456.97,19.99,0,61.5,61.5,171.48,0,0.41,18,659,0.28,7,1,22,3,Y,0,9,2,18,6,0.06,0
58687793,2860,95,7,0,0.45,0.11,0.08,0,0,0,0.15,0,0,0,0,0,0.07,0,0,0,207.96,18,0,0,0,212.97,0,0.63,8,213,0,6,0,11,3,Y,0,2,1,9,7,0.11,0
79920045,2896,74,8,1,0.03,0.1,0.06,0,0.04,0,0.36,0.04,0.11,0,0,0,0,0.02,0,0,0,4.43,463.08,34.49,0,176.6,31.23,0.43,25,697,0.27,12,1,36,3,Y,0,7,1,15,1,0.25,0
58603189,2915,302,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,0,0,0,0,0,0.64,10,302,0.1,1,0,3,1,Y,0,2,0,0,7,0,0
1995928,2814,172,7,1,0,0,0.05,0.21,0.58,0,0,0.04,0,0,0,0,0,0,0,0,10,96.98,59.99,0,0,10,0,0.32,12,639,0.31,4,0,6,5,Y,1,3,0,4,4,0.11,0
88738266,2896,49,10,1,0.17,1.20E-05,0.07,0.08,0.05,0.05,0.13,0.02,0.05,0,0,0.1,0.08,0.02,0,0,58.99,693.95,0,86.47,0,180.48,0,0.39,21,559,0.28,18,0,51,2,Y,0,9,1,17,4,0.14,0
83563149,2816,266,1,1,0.13,0,0,0,0,0,0.26,0.22,0.22,0,0,0.14,0,0,0,0,0,96.25,0,0,0,0,0,0,11,266,0.39,8,0,11,1,Y,0,2,0,1,7,0,0
58202489,2896,9,2,0,0.08,0.04,0,0.06,0.27,0.17,0.08,0,0,0,0,0,0.25,0.01,0,0,348.46,267.43,0,506.9,506.9,615.89,0,0.58,10,481,0.16,11,1,19,2,Y,0,4,1,4,4,0,0
64404385,2857,7,7,0,0.19,0.006186,0.14,0.05,0.14,0,0.03,0.07,0,0.31,0,0,0.02,0.005773,0,0,565.32,14.99,0,196.53,39.99,316.51,76.87,0.34,18,588,0.32,14,0,22,3,Y,0,10,4,23,4,0,1
3632444,2893,81,12,1,0.07,0.02,0.09,0.01,0.17,0.05,0,0.02,0,0,0,0.006894,0.06,0.00928,0,0,234.35,103.48,0,0,0,76.84,37.49,0.53,21,614,0.2,14,3,25,5,Y,0,9,5,38,6,1.14,1
215556,85259,50,2,0,0,0.09,0,0.14,0,0,0,0.36,0.4,0,0,0,0,0,0,0,0,104.94,0,104.94,0,104.94,0,0.46,0,57,0.4,4,0,6,1,Y,0,0,0,0,3,0,0
56297289,2818,168,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,98,0,0.58,6,168,0.27,1,0,4,1,Y,0,1,0,0,3,0,0
12779243,2896,17,33,1,0.26,0.06,0.11,0.12,0.08,0.02,0.03,0.05,0.07,0,0.02,0,0.03,0.001421,0.008454,0,10516.71,1906.71,370.6,1380.69,509.59,4192.51,1344.88,0.57,35,697,0.2,23,18,431,8,Y,0,11,10,136,7,0.1,0
31367944,2889,80,3,1,0.05,0,0.08,0,0.24,0,0.4,0.11,0,0,0,0.08,0,0,0,0,0,234.47,0,108.47,0,108.47,86,0.6,8,328,0.12,7,0,10,1,Y,0,1,1,0,2,0,0
42185280,2886,137,1,0,0,0,0,0,0.66,0,0,0.33,0,0,0,0,0,0,0,0,0,119.98,0,0,0,119.98,0,0.62,15,530,0,2,0,2,1,Y,0,8,1,4,6,0,0
5712867,2893,18,6,1,0.18,0.14,0,0.08,0.07,0,0.37,0.09,0,0,0,0,0,0.03,0,0,0,59.98,480.83,69.98,69.98,185.92,0,0.55,9,638,0.04,10,1,22,2,Y,0,2,1,8,7,0,0
661353,2825,36,3,1,0.19,0.02,0,0.27,0,0.12,0,0.29,0,0,0,0.01,0.05,0,0,0,235.96,75.36,0,202.34,0,311.32,0,0.49,20,390,0.26,8,0,13,2,Y,0,6,2,7,4,0,1
61126540,2892,177,2,0,0.33,0,0,0.11,0.33,0.21,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,98,0,0.64,5,547,0.11,4,0,7,1,Y,0,0,0,2,7,0,0
51947478,2886,212,4,0,0.12,0,0,0,0.43,0.1,0,0.32,0,0,0,0,0,0,0.32,0,0,542,0,0,0,0,0,0.7,16,563,0,5,0,7,1,Y,0,8,2,7,7,0,0
51300685,2818,69,9,1,0.17,0,0,0,0.18,0,0.03,0.1,0.04,0,0,0,0.04,0,0.29,0,0,240.09,37.98,37.98,0,141.07,0,0.62,7,299,0.09,8,1,13,3,Y,0,2,0,5,1,0.69,0
34523740,2864,7,18,1,0.16,0.02,0.13,0.02,0.11,0.16,0.18,0.01,0.009113,0.02,0.04,0.01,0.03,0.007293,0.04,0,2911.08,331.79,0,1188.94,521.96,2298.07,99.96,0.5,24,661,0.17,22,4,108,3,Y,1,9,7,115,3,0.01,1
58085997,2857,21,5,1,0.4,0,0,0,0,0,0,0,0.15,0.31,0,0,0,0.12,0.15,0,99.99,221.47,0,10,10,159.98,0,0.39,16,501,0.33,7,0,17,3,Y,0,6,1,4,4,0,0
93425958,2886,299,2,0,0.23,0,0,0,0,0,0,0.31,0,0,0,0,0.18,0,0,0,0,136,0,0,0,0,0,0.72,14,627,0,4,0,4,1,Y,0,4,0,3,6,0.36,0
53295390,2917,40,5,1,0.23,0.07,0.18,0,0.27,0,0.09,0.13,0,0,0,0,0,0,0,0,30.99,172.44,0,31.98,0,37.97,0,0.22,23,530,0.36,7,0,12,4,Y,0,9,2,11,7,0,0
77897069,2907,20,3,1,0.06,0.07,0.25,0.02,0.22,0,0.34,0,0,0,0,0,0,0,0,0,133.88,90.97,0,224.85,56.5,224.85,0,0.44,6,79,0.36,6,1,12,2,Y,0,0,0,0,7,0,0
60937023,2910,322,3,1,0,0.03,0.54,0,0,0,0,0,0.15,0,0,0.26,0,0,0,0,76,321.85,0,0,0,0,321.85,0.36,18,334,0.04,7,0,20,2,Y,0,6,0,2,7,0,0
87554035,2920,26,16,1,0.2,0,0.05,0.12,0.13,0.06,0.05,0.1,0.06,0.05,0,0.004374,0.01,0.07,0.03,0,1639.38,6.99,0,210.98,40,783.21,227.7,0.54,24,627,0.27,18,5,50,3,Y,0,10,8,26,1,0.04,1
78024429,2904,145,7,1,0.26,0,0.08,0.01,0.02,0,0,0.03,0,0.24,0,0.01,0,0.03,0,0,157.97,119.49,15,0,0,15.49,0,0.46,16,642,0.12,11,1,16,5,Y,0,3,1,7,7,0.39,0
37320689,2920,12,19,1,0.16,0.03,0,0.07,0.2,0.25,0.05,0,0.01,0.04,0,0,0.01,0.03,0,0,2223.66,32.01,0,246.98,260.99,759.07,121.87,0.56,21,691,0.2,20,8,73,5,Y,0,8,6,46,7,0.11,0
60326932,2904,299,1,1,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,79.98,0,0,0,0,0,0.58,11,299,0,2,0,2,1,Y,0,2,0,0,5,0,0
90581331,2809,14,17,1,0.08,0,0,0.04,0.29,0.06,0.09,0.1,0.08,0,0,0,0.02,0,0,0,596.92,248.04,0,134.97,52,440.21,0,0.44,20,608,0.29,13,4,29,3,Y,0,10,5,31,6,0.25,1
90399359,2916,6,15,1,0.37,0.08,0.05,0.04,0.02,0.03,0.09,0,0.03,0,0,0,0,0,0,0,418.93,270.81,0,241.19,219.7,390.79,0,0.39,13,585,0.32,12,0,42,5,Y,0,7,1,40,7,0.31,1
72621182,2906,100,4,1,0,0,0,0,0.48,0,0,0.22,0,0,0,0,0.02,0,0.26,0,0,414.97,0,0,0,148,0,0.67,17,574,0,3,0,9,2,Y,0,9,1,8,5,0.35,0
83161855,2911,333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99.99,0,0,0,0,99.99,0.43,9,333,0,1,0,1,1,N,0,2,0,0,7,0,0
43537677,8087,325,1,1,0,0,0,0,0.62,0,0,0.37,0,0,0,0,0,0,0,0,0,142.2,0,0,0,0,142.2,0.65,18,325,0.1,2,0,2,1,Y,0,6,0,0,7,0,0
82903426,2906,324,1,1,0,0,0,0,0.59,0,0,0.25,0,0,0,0,0.14,0,0,0,0,121.48,0,0,0,0,121.48,0.59,17,324,0.1,3,0,3,1,Y,0,6,0,1,7,0,0
3604186,2920,146,5,0,0.56,0,0.08,0,0,0.22,0,0,0.09,0,0,0,0.03,0,0.13,0,55.98,315.5,54.98,0,0,54.98,111.5,0.57,18,677,0.17,7,0,14,3,Y,0,7,2,11,7,0,0
5105261,2917,61,2,0,0,0,0,0.21,0.2,0.24,0,0,0.32,0,0,0,0,0,0,0,119.98,146.99,0,29.99,0,266.97,0,0.54,7,109,0.18,4,0,6,2,Y,0,2,0,8,7,0,1
98916549,2917,14,18,1,0.24,0,0.18,0.17,0,0.05,0.05,0,0,0,0,0.01,0.01,0.01,0,803.28,43.29,519.02,0,397.95,218.2,580.47,337.44,0.56,22,678,0.28,16,9,60,8,Y,0,8,8,61,7,0.33,0
71204356,2907,364,1,0,0,0,0,0,0.64,0.35,0,0,0,0,0,0,0,0,0,0,64,118,0,0,0,0,0,0.68,15,364,0,2,0,2,2,Y,0,5,0,3,7,0,0
56574545,2904,173,1,1,0,0,0,0.3,0,0,0,0.69,0,0,0,0,0,0,0,0,0,42.98,0,0,0,42.98,0,0.38,7,173,0,2,0,2,1,Y,0,1,0,1,5,0,0
8445559,2920,232,2,0,0.76,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,88.97,0,0,0,0,0,0.5,7,474,0.32,3,0,9,2,Y,0,5,0,8,7,0,1
19499038,2920,237,1,0,0.23,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,75.99,0,0,0,0,0,0.58,4,237,0.13,2,0,2,1,Y,0,1,0,0,1,0,0
22163338,2919,120,2,1,0.32,0.11,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,78,9.99,0,0,0,9.99,0,0.61,13,484,0,3,0,3,2,Y,0,3,0,5,1,0,1
51894224,2904,83,6,1,0.33,0,0,0.08,0.38,0,0.12,0,0,0,0,0.04,0,0.02,0,0,0,232.47,0,19.99,0,39.98,34,0.59,19,650,0.07,8,0,9,2,Y,0,9,3,7,7,0,0
48729788,2904,274,1,0,0.78,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.48,43.5,0,0,0,0,0,0.54,12,640,0.25,3,0,9,2,Y,0,4,0,3,7,0,0
